descriptor_id,source_seq,source_op,op,execution_unit,total_cycles,compute_cycles,read_cycles,write_cycles,mapped_cycles,fallback_cycles,valid_mac_count,active_pe_cycles,tile_count,activation_bytes,weight_bytes,output_bytes
1924,1924,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1925,1925,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1926,1926,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1927,1927,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1928,1928,resolve_conj,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1929,1929,resolve_neg,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1930,1930,mul,MUL,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1931,1931,add,ADD,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1932,1932,layer_norm,LAYER_NORM,fp16_vector,12560,12560,12528,12528,12560,0,0,0,0,400896,0,400896
1933,1933,to,META_IDENTITY,meta_engine,192,192,192,192,192,0,0,0,0,6144,0,6144
1934,1934,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1935,1935,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1936,1936,linear,GEMM_W8A8,pack2_gemm,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1937,1937,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1938,1938,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1939,1939,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1940,1940,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1941,1941,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1942,1942,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1943,1943,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1944,1944,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1945,1945,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1946,1946,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1947,1947,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1948,1948,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1949,1949,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1950,1950,resolve_conj,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1951,1951,resolve_neg,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1952,1952,gelu,GELU,fp16_vector,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1953,1953,to,META_IDENTITY,meta_engine,48,48,48,48,48,0,0,0,0,1536,0,1536
1954,1954,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1955,1955,linear,GEMM_W8A8,pack2_gemm,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1956,1956,detach,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1957,1957,to,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1958,1958,to,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1959,1959,detach,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1960,1960,to,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1961,1961,resolve_conj,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1962,1962,resolve_neg,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
1963,1963,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1964,1964,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1965,1965,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1966,1966,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1967,1967,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1968,1968,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1969,1969,resolve_conj,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1970,1970,resolve_neg,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
1971,1971,mul,MUL,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1972,1972,add,ADD,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1973,1973,layer_norm,LAYER_NORM,fp16_vector,12560,12560,12528,12528,12560,0,0,0,0,400896,0,400896
1974,1974,to,META_IDENTITY,meta_engine,48,48,48,48,48,0,0,0,0,1536,0,1536
1975,1975,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1976,1976,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1977,1977,linear,GEMM_W8A8,pack2_gemm,132752,106624,13056,12528,132752,0,153944064,76972032,136,200448,589824,200448
1978,1978,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1979,1979,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1980,1980,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1981,1981,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1982,1982,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1983,1983,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1984,1984,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1985,1985,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1986,1986,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1987,1987,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1988,1988,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1989,1989,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1990,1990,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1991,1991,resolve_conj,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1992,1992,resolve_neg,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1993,1993,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
1994,1994,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1995,1995,linear,GEMM_W8A8,pack2_gemm,132752,106624,13056,12528,132752,0,153944064,76972032,136,200448,589824,200448
1996,1996,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1997,1997,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1998,1998,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
1999,1999,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2000,2000,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2001,2001,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2002,2002,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2003,2003,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2004,2004,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2005,2005,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2006,2006,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2007,2007,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2008,2008,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2009,2009,resolve_conj,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2010,2010,resolve_neg,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2011,2011,to,META_IDENTITY,meta_engine,48,48,48,48,48,0,0,0,0,1536,0,1536
2012,2012,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2013,2013,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2014,2014,linear,GEMM_W8A8,pack2_gemm,132752,106624,13056,12528,132752,0,153944064,76972032,136,200448,589824,200448
2015,2015,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2016,2016,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2017,2017,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2018,2018,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2019,2019,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2020,2020,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2021,2021,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2022,2022,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2023,2023,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2024,2024,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2025,2025,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2026,2026,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2027,2027,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2028,2028,resolve_conj,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2029,2029,resolve_neg,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2030,2030,view,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2031,2031,transpose,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2032,2032,view,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2033,2033,transpose,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2034,2034,view,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2035,2035,transpose,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2036,2036,split_with_sizes,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2037,2037,split_with_sizes,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2038,2038,mul,MUL,fp16_vector,12288,12288,12288,12288,12288,0,0,0,0,393216,0,393216
2039,2039,slice,LAYOUT,layout_engine,12292,12292,12288,12288,12292,0,0,0,0,393216,0,393216
2040,2040,slice,LAYOUT,layout_engine,12292,12292,12288,12288,12292,0,0,0,0,393216,0,393216
2041,2041,neg,META_IDENTITY,meta_engine,6144,6144,6144,6144,6144,0,0,0,0,196608,0,196608
2042,2042,cat,LAYOUT,layout_engine,6148,6148,6144,6144,6148,0,0,0,0,196608,0,196608
2043,2043,mul,MUL,fp16_vector,12288,12288,12288,12288,12288,0,0,0,0,393216,0,393216
2044,2044,add,ADD,fp16_vector,12288,12288,12288,12288,12288,0,0,0,0,393216,0,393216
2045,2045,mul,MUL,fp16_vector,12288,12288,12288,12288,12288,0,0,0,0,393216,0,393216
2046,2046,slice,LAYOUT,layout_engine,12292,12292,12288,12288,12292,0,0,0,0,393216,0,393216
2047,2047,slice,LAYOUT,layout_engine,12292,12292,12288,12288,12292,0,0,0,0,393216,0,393216
2048,2048,neg,META_IDENTITY,meta_engine,6144,6144,6144,6144,6144,0,0,0,0,196608,0,196608
2049,2049,cat,LAYOUT,layout_engine,6148,6148,6144,6144,6148,0,0,0,0,196608,0,196608
2050,2050,mul,MUL,fp16_vector,12288,12288,12288,12288,12288,0,0,0,0,393216,0,393216
2051,2051,add,ADD,fp16_vector,12288,12288,12288,12288,12288,0,0,0,0,393216,0,393216
2052,2052,cat,LAYOUT,layout_engine,244,244,240,240,244,0,0,0,0,7680,0,7680
2053,2053,cat,LAYOUT,layout_engine,244,244,240,240,244,0,0,0,0,7680,0,7680
2054,2054,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2055,2055,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2056,2056,scaled_dot_product_attention,ATTENTION,attention_controller,12560,12560,12528,12528,12560,0,0,0,0,400896,0,400896
2057,2057,transpose,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2058,2058,contiguous,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2059,2059,reshape,LAYOUT,layout_engine,12532,12532,12528,12528,12532,0,0,0,0,400896,0,400896
2060,2060,to,META_IDENTITY,meta_engine,48,48,48,48,48,0,0,0,0,1536,0,1536
2061,2061,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2062,2062,linear,GEMM_W8A8,pack2_gemm,132752,106624,13056,12528,132752,0,153944064,76972032,136,200448,589824,200448
2063,2063,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2064,2064,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2065,2065,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2066,2066,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2067,2067,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2068,2068,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2069,2069,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2070,2070,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2071,2071,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2072,2072,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2073,2073,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2074,2074,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2075,2075,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2076,2076,resolve_conj,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2077,2077,resolve_neg,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2078,2078,mul,MUL,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2079,2079,add,ADD,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2080,2080,layer_norm,LAYER_NORM,fp16_vector,12560,12560,12528,12528,12560,0,0,0,0,400896,0,400896
2081,2081,to,META_IDENTITY,meta_engine,192,192,192,192,192,0,0,0,0,6144,0,6144
2082,2082,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2083,2083,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2084,2084,linear,GEMM_W8A8,pack2_gemm,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2085,2085,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2086,2086,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2087,2087,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2088,2088,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2089,2089,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2090,2090,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2091,2091,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2092,2092,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2093,2093,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2094,2094,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2095,2095,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2096,2096,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2097,2097,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2098,2098,resolve_conj,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2099,2099,resolve_neg,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2100,2100,gelu,GELU,fp16_vector,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2101,2101,to,META_IDENTITY,meta_engine,48,48,48,48,48,0,0,0,0,1536,0,1536
2102,2102,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2103,2103,linear,GEMM_W8A8,pack2_gemm,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2104,2104,detach,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2105,2105,to,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2106,2106,to,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2107,2107,detach,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2108,2108,to,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2109,2109,resolve_conj,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2110,2110,resolve_neg,META_IDENTITY,meta_engine,50112,50112,50112,50112,50112,0,0,0,0,1603584,0,1603584
2111,2111,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2112,2112,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2113,2113,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2114,2114,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2115,2115,detach,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2116,2116,to,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2117,2117,resolve_conj,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2118,2118,resolve_neg,META_IDENTITY,meta_engine,147456,147456,147456,147456,147456,0,0,0,0,4718592,0,4718592
2119,2119,mul,MUL,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2120,2120,add,ADD,fp16_vector,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2121,2121,layer_norm,LAYER_NORM,fp16_vector,12560,12560,12528,12528,12560,0,0,0,0,400896,0,400896
2122,2122,to,META_IDENTITY,meta_engine,48,48,48,48,48,0,0,0,0,1536,0,1536
2123,2123,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2124,2124,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2125,2125,linear,GEMM_W8A8,pack2_gemm,132752,106624,13056,12528,132752,0,153944064,76972032,136,200448,589824,200448
2126,2126,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2127,2127,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2128,2128,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2129,2129,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2130,2130,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2131,2131,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2132,2132,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2133,2133,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2134,2134,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2135,2135,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2136,2136,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2137,2137,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2138,2138,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2139,2139,resolve_conj,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2140,2140,resolve_neg,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2141,2141,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2142,2142,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2143,2143,linear,GEMM_W8A8,pack2_gemm,132752,106624,13056,12528,132752,0,153944064,76972032,136,200448,589824,200448
2144,2144,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2145,2145,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2146,2146,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2147,2147,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2148,2148,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2149,2149,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2150,2150,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2151,2151,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2152,2152,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2153,2153,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2154,2154,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2155,2155,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2156,2156,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2157,2157,resolve_conj,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2158,2158,resolve_neg,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2159,2159,to,META_IDENTITY,meta_engine,48,48,48,48,48,0,0,0,0,1536,0,1536
2160,2160,to,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
2161,2161,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2162,2162,linear,GEMM_W8A8,pack2_gemm,132752,106624,13056,12528,132752,0,153944064,76972032,136,200448,589824,200448
2163,2163,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2164,2164,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2165,2165,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2166,2166,detach,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2167,2167,to,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2168,2168,resolve_conj,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2169,2169,resolve_neg,META_IDENTITY,meta_engine,12528,12528,12528,12528,12528,0,0,0,0,400896,0,400896
2170,2170,detach,META_IDENTITY,meta_engine,36864,36864,36864,36864,36864,0,0,0,0,1179648,0,1179648
